22,55,88,121,154,187,220,253,286,319,352,363,385,418,451,484,517,-539,-506,-473,-440,-407,-374,-341,-308,-275,-242,-209,-176,-143,-110,-77,-44,-11,MAX=-539
23,56,89,122,155,188,221,254,287,320,330,353,386,419,452,485,518,-538,-505,-472,-439,-406,-373,-340,-307,-274,-241,-208,-175,-142,-109,-76,-43,-10,MAX=-538
24,57,90,123,156,189,222,255,288,297,321,354,387,420,453,486,519,-537,-504,-471,-438,-405,-372,-339,-306,-273,-240,-207,-174,-141,-108,-75,-42,-9,MAX=-537
25,58,91,124,157,190,223,256,264,289,322,355,388,421,454,487,520,-536,-503,-470,-437,-404,-371,-338,-305,-272,-239,-206,-173,-140,-107,-74,-41,-8,MAX=-536
26,59,92,125,158,191,224,231,257,290,323,356,389,422,455,488,521,-535,-502,-469,-436,-403,-370,-337,-304,-271,-238,-205,-172,-139,-106,-73,-40,-7,MAX=-535
27,60,93,126,159,192,198,225,258,291,324,357,390,423,456,489,522,-534,-501,-468,-435,-402,-369,-336,-303,-270,-237,-204,-171,-138,-105,-72,-39,-6,MAX=-534
28,61,94,127,160,165,193,226,259,292,325,358,391,424,457,490,523,-533,-500,-467,-434,-401,-368,-335,-302,-269,-236,-203,-170,-137,-104,-71,-38,-5,MAX=-533
29,62,95,128,132,161,194,227,260,293,326,359,392,425,458,491,524,-532,-499,-466,-433,-400,-367,-334,-301,-268,-235,-202,-169,-136,-103,-70,-37,-4,MAX=-532
30,63,96,99,129,162,195,228,261,294,327,360,393,426,459,492,525,-531,-498,-465,-432,-399,-366,-333,-300,-267,-234,-201,-168,-135,-102,-69,-36,-3,MAX=-531
31,64,66,97,130,163,196,229,262,295,328,361,394,427,460,493,526,-530,-497,-464,-431,-398,-365,-332,-299,-266,-233,-200,-167,-134,-101,-68,-35,-2,MAX=-530
32,33,65,98,131,164,197,230,263,296,329,362,395,428,461,494,527,-529,-496,-463,-430,-397,-364,-331,-298,-265,-232,-199,-166,-133,-100,-67,-34,-1,MAX=-529
